123.03183,33.060829999999996,900000,[],[],[]
114.68667,32.17583,411522,河南省,光山县,河南省信阳市光山县孙铁铺镇蒋秤
114.48417,31.3625,421122,湖北省,红安县,湖北省黄冈市红安县华河镇021乡道
113.7675,30.25633,429004,湖北省,仙桃市,湖北省仙桃市沙湖镇087乡道
113.59083,30.67083,420984,湖北省,汉川市,湖北省孝感市汉川市韩集乡南口房
115.27300000000001,33.51333,411625,河南省,郸城县,河南省周口市郸城县石槽镇刘庄村
123.60717,33.715,900000,[],[],[]
115.48967,33.791830000000004,411628,河南省,鹿邑县,河南省周口市鹿邑县王皮溜镇东李庄卫生室
117.44417,30.70683,340722,安徽省,枞阳县,安徽省铜陵市枞阳县凤仪乡凤仪中学
124.77417,30.46083,900000,[],[],[]
115.91266999999999,33.05217,341203,安徽省,颍东区,安徽省阜阳市颍东区冉庙乡012乡道
119.9025,32.55683,321202,江苏省,海陵区,江苏省泰州市海陵区城西街道S28启扬高速
124.03017,32.318000000000005,900000,[],[],[]
113.466,32.73967,411726,河南省,泌阳县,河南省驻马店市泌阳县高邑镇005乡道
121.811,31.55433,310151,上海市,崇明区,上海市崇明区中兴镇北沿南路
121.68333000000001,32.85017,900000,[],[],[]
113.8685,31.46683,421381,湖北省,广水市,湖北省随州市广水市陈巷镇闵家窑
117.44183000000001,32.556,341125,安徽省,定远县,安徽省滁州市定远县永康镇芝麻村
122.1905,30.54467,900000,[],[],[]
114.16383,32.111830000000005,411503,河南省,平桥区,河南省信阳市平桥区平东街道一撒得富双塔复合肥信阳生产基地
122.70333000000001,30.40683,900000,[],[],[]
118.82133,32.581669999999995,320116,江苏省,六合区,江苏省南京市六合区马鞍街道003乡道
117.4135,32.68833,341126,安徽省,凤阳县,安徽省滁州市凤阳县刘府镇长山洼
118.26433,32.06183,341124,安徽省,全椒县,安徽省滁州市全椒县襄河镇内环路
124.1125,33.71,900000,[],[],[]
121.86383,30.11467,330902,浙江省,定海区,浙江省舟山市定海区金塘镇菜花门
120.67416999999999,31.71833,320581,江苏省,常熟市,江苏省苏州市常熟市常福街道香花桥
120.2155,33.373,320902,江苏省,亭湖区,江苏省盐城市亭湖区新城街道新都路
121.36767,33.716,900000,[],[],[]
116.84383,30.255,340827,安徽省,望江县,安徽省安庆市望江县雷池乡邵湾村
117.58517,33.92583,341323,安徽省,灵璧县,安徽省宿州市灵璧县朝阳镇馨月轩
118.8125,30.022170000000003,341021,安徽省,歙县,安徽省黄山市歙县三阳镇前山降
113.82133,32.588,411503,河南省,平桥区,河南省信阳市平桥区邢集镇
117.6525,32.71683,341126,安徽省,凤阳县,安徽省滁州市凤阳县殷涧镇西陈家
119.91550000000001,33.9435,320922,江苏省,滨海县,江苏省盐城市滨海县蔡桥镇三埝中心路
123.21517,31.93917,900000,[],[],[]
115.06833,30.41683,421125,湖北省,浠水县,湖北省黄冈市浠水县巴河镇大曾口
114.43467000000001,31.58917,420922,湖北省,大悟县,湖北省孝感市大悟县丰店镇陈家塆
116.04183,30.26183,340826,安徽省,宿松县,安徽省安庆市宿松县二郎镇019乡道
122.96933,32.845,900000,[],[],[]
